stage,dataset,config,judge,judge_raw,judge_model,interaction_id,file,overall,average,CAC,EPC,AR,TRA,ACQ
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1670,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.0,3.75,2.75,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1843,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,3.0,3.25,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_741,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,2.75,4.0,3.0,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_495,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.0,4.0,3.0,3.25,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1874,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.75,3.25,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1617,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,3.0,3.0,2.75,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_609,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,3.0,3.25,2.75,2.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2121,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.25,2.75,3.25,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1534,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.45,3.45,3.25,4.0,3.5,3.25,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1764,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.75,3.25,2.75,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1783,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,4.0,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2247,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.65,2.65,2.75,3.0,2.5,2.75,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_914,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.75,3.5,2.5,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1993,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,3.75,3.0,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1740,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,3.0,3.75,2.75,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_361,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.75,2.5,2.75,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_23,PsyDial_S3_gpt_9router_full_judgments.jsonl,1.95,1.95,2.0,1.5,2.0,2.25,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_221,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.0,4.0,2.75,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_642,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.5,3.0,2.5,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_10,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.5,3.0,2.25,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_999,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.25,2.75,3.25,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2020,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.75,3.5,2.75,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2285,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.0,3.75,2.75,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1745,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.25,3.5,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_108,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.6,3.6,3.5,4.25,3.5,3.5,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1710,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.45,2.45,2.25,3.25,2.0,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1458,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.3,2.3,2.0,2.5,2.0,2.75,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1180,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.75,4.0,2.25,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2068,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.75,3.5,2.5,2.75,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_260,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.75,3.75,2.75,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_831,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.0,3.5,2.75,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2306,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.25,2.25,2.0,2.5,2.0,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1500,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.25,3.75,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2312,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1175,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,4.0,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_918,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.05,3.05,2.75,4.0,2.75,3.25,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2117,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.6,2.6,2.5,3.0,2.25,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1402,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,4.0,3.0,3.5,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1667,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.25,2.25,2.0,2.5,2.0,2.5,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1342,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,3.75,3.5,3.25,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2182,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.25,2.5,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_767,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.75,3.25,2.75,2.75,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1341,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,3.0,3.5,2.75,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_564,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.0,4.0,2.75,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2321,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.5,2.5,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_957,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.25,2.75,3.25,3.25,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_766,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.0,4.0,3.25,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2334,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.0,3.75,2.75,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_883,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.6,2.6,2.5,3.0,2.25,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_196,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,4.25,3.25,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_329,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,2.75,3.0,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_943,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.5,2.75,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2225,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.0,4.0,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_626,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.5,3.25,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_889,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,4.0,3.0,3.25,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1725,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.0,4.0,2.75,3.25,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2324,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.0,3.75,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_62,PsyDial_S3_gpt_9router_full_judgments.jsonl,1.85,1.85,2.0,2.0,1.5,2.25,1.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_668,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.5,3.25,2.75,3.0,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1956,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.0,4.0,3.0,3.25,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1383,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.75,3.5,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_150,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.75,3.0,3.0,2.75,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1303,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.0,3.25,2.75,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_620,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.5,3.25,2.0,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_887,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.5,3.25,2.0,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_739,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,2.75,3.25,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2374,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.1,2.1,2.25,2.25,1.75,2.5,1.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2134,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.0,4.0,2.75,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2022,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.0,3.75,3.25,3.75,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_486,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.75,3.75,2.25,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2346,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.3,2.3,2.0,2.5,2.25,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_797,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.05,3.05,3.0,3.25,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_866,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.5,3.0,3.25,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2333,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.4,2.4,2.0,2.5,2.0,2.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1473,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.5,3.5,3.5,4.0,3.25,3.5,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1099,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.25,2.25,2.0,2.5,2.25,2.5,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1218,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,3.0,3.5,2.5,3.25,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2008,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.65,2.65,2.75,3.25,2.25,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_484,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,3.0,3.25,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_457,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.25,3.0,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2375,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,3.0,3.25,2.25,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_374,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.45,2.45,2.25,3.25,2.0,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_481,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.05,2.05,2.0,2.5,1.75,2.25,1.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1240,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.5,2.5,2.5,3.0,2.25,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2380,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.5,2.75,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_119,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.1,2.1,2.0,2.5,2.0,2.25,1.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_622,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.5,3.25,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_106,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,3.5,3.25,3.25,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1340,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.25,3.75,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_358,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,2.75,3.25,3.0,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_144,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.2,3.2,3.25,3.75,3.25,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1347,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.75,3.0,2.75,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1558,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.0,4.0,2.75,2.75,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_322,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.15,2.15,2.0,2.25,2.0,2.5,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1952,PsyDial_S3_gpt_9router_full_judgments.jsonl,1.95,1.95,2.0,1.5,2.0,2.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1277,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,3.75,3.0,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2079,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.25,3.25,3.25,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_29,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.15,2.15,2.0,2.0,2.0,2.5,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_577,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.45,2.45,2.25,3.25,2.25,2.5,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1848,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.6,2.6,2.5,3.25,2.5,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_216,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.45,2.45,2.75,2.25,2.25,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_770,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.0,3.0,3.25,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2011,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,2.75,3.25,2.75,3.25,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_899,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.5,3.25,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1575,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.2,2.2,2.0,2.0,2.0,2.5,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1355,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.75,3.25,2.0,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2063,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.5,3.0,2.75,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1829,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.0,4.0,3.0,3.25,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2050,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.25,2.75,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1226,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.0,3.0,2.25,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_278,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,2.5,3.0,2.75,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_959,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.4,2.4,2.0,3.0,2.0,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1299,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.05,3.05,3.0,3.5,2.75,3.25,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1897,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,4.0,3.0,3.25,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1055,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,3.0,3.0,3.0,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_905,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.65,2.65,2.5,3.5,2.25,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2046,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,3.0,2.5,2.75,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_804,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,2.75,4.0,2.75,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1673,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.75,2.75,2.5,3.5,2.5,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1074,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.35,3.35,3.25,3.75,3.25,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1536,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.75,2.5,2.75,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_299,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.65,2.65,2.5,3.25,2.25,3.0,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1746,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.3,2.3,2.0,2.5,2.0,2.75,2.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1235,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.9,2.9,2.75,3.5,2.75,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1384,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.3,3.3,3.25,3.75,3.0,3.25,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_344,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.85,2.85,3.0,2.5,3.0,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2116,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.15,3.15,3.0,3.5,3.0,3.25,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2320,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.0,3.0,2.25,3.0,3.25
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_751,PsyDial_S3_gpt_9router_full_judgments.jsonl,1.7,1.7,1.5,2.0,1.5,2.0,1.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1817,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.0,3.0,3.0,3.75,2.75,3.0,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1417,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,3.0,2.75,3.0,3.0,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_345,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.8,3.8,3.75,4.25,3.5,4.0,3.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_391,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.0,3.25,3.0,3.25,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1884,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.95,2.95,3.0,3.25,2.75,3.25,2.5
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2096,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.7,2.7,2.75,3.25,2.5,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2381,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.25,3.25,3.25,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1565,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.5,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_991,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.45,2.45,2.25,3.75,2.0,2.25,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_650,PsyDial_S3_gpt_9router_full_judgments.jsonl,1.9,1.9,2.0,2.0,1.75,2.0,1.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_130,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,2.75,4.0,3.0,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1106,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.1,3.1,3.0,4.0,2.75,3.0,2.75
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_2235,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.25,3.25,3.0,4.0,3.0,3.25,3.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_895,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.55,2.55,2.5,3.25,2.25,2.75,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_1521,PsyDial_S3_gpt_9router_full_judgments.jsonl,2.8,2.8,3.0,3.5,2.5,3.0,2.0
full,psydial,S3,gpt,gpt_9router,openai/cx/gpt-5.5,psydial_979,PsyDial_S3_gpt_9router_full_judgments.jsonl,3.4,3.4,3.25,4.0,3.25,3.5,3.0
